Seccion,Subseccion,Contenido
 Oil spill , Size of spill and cleanup efforts ,"The federal Pipeline and Hazardous Materials Safety Administration ordered the pipeline operator to provide them with the ruptured pipe for metallurgical testing in order to establish the condition of the pipe when it failed. All the oil in the pipeline had to be cleaned out before the section could be removed to determine if corrosion, pressure or a series of failures led to the rupture in the pipeline. Scientists from multiple disciplines at the University of California, Santa Barbara and elsewhere began collaborating immediately after the spill."
 Oil spill , Size of spill and cleanup efforts ,"Based on lessons learned from studies of earlier spills, and using refined computer models, they predicted the spill spread and dispersion, including impacts on Los Angeles area beaches. They used this information to provide guidance to cleanup agencies and to monitor the effects on the ecosystem.Some 3,000 feet (900 m) of floating containment boom had been deployed to contain the oil by the next day. Boats and helicopters identified patches of slick in the ocean so cleanup vessels could mop up the oil."
 Oil spill , Size of spill and cleanup efforts ,"More than a dozen vessels corralling and skimming the oil from the water were working in the days immediately following the spill. Three days after the spill more than 650 workers and 17 boats were cleaning the shoreline, gathering up an oily water mixture from the ocean, and hauling away more than 5,000 cubic yards (3,800 m3) of oil-contaminated soil, sand and vegetation from the coastal bluff. A month after the spill, efforts continued to clean the 8-mile-long (13 km) portion of shoreline that was most heavily damaged."
 Oil spill , Size of spill and cleanup efforts ,"The sandstone cliff face along with large boulders that were splashed by the oil coming out of the culvert were difficult to clean. While sandy beaches farther south were inundated with tar balls, the beaches and rocky shoreline south of the spill had been drenched with a slick of fresh crude oil that had not been in the ocean long enough to be altered into tar balls by the wind and waves."
 Oil spill , Tar balls ,"Days after the spill, tar balls began washing ashore on beaches down the coast in nearby Summerland and then farther down the coast in Ventura county. Although the source of these tar balls could not be immediately confirmed, the pipeline company sent workers to clean them up. Crews cleaned up coin-sized clumps of oil along the Rincon shoreline such as Faria, the beaches in the City of Ventura including San Buenaventura State Beach, and the extensive oceanfront of the Oxnard Plain.Many officials and scientists said at first the tar balls appearance might be a coincidence unrelated to the spill."
 Oil spill , Tar balls ,"Coal Oil Point is very close and well known for the offshore seepage of oil at about 4,000 U.S. gallons (95 barrels) a day. Tar balls continued to show up on beaches farther down the coast in Los Angeles County including Malibu and the South Bay beaches on Santa Monica Bay. When tested, a tar ball recovered in the South Bay at Manhattan Beach matched the chemical signature of the spilled oil."
 Oil spill , Tar balls ,"Cleanup crews responded even farther south to beaches in Orange County.By a month after the spill, 93% of the approximately 100 miles (160 km) of beaches damaged after the spill had been cleaned. The remaining 8 miles (13 km) was the area at the spill site near Refugio State Beach and the rest of the Refugio coastline south of the spill."
 Aftermath , Environmental effect ,"The spill was much smaller than the nearby 1969 Santa Barbara oil spill on January 28, 1969 in which an oil rig blow-out spilled an estimated 3.4 to 4.2 million US gallons (81,000 to 100,000 bbl; 13,000 to 16,000 m3) of crude oil over a ten-day period.The thick crude oil damaged the coats, skin, beaks, and appendages of hundreds of animals. Workers eventually collected 202 dead birds and 99 dead mammals which included at least 46 sea lions and 12 dolphins. The full impact will never be known since animals may travel a distance before succumbing to their injuries."
 Aftermath , Environmental effect ,"Sixty-five live birds and sixty-three live mammals were rescued.Of the 69 animals freed after being cleaned and nursed back to health, 10 were adult Brown pelicans that were released at Goleta Beach after spending three weeks in San Pedro with a team of scientists from the Oiled Wildlife Care Network that is administered by the UC Davis School of Veterinary Medicine. In September 2015, SeaWorld San Diego released the last three sea lions affected by the oil spill at Border Field State Park."
 Aftermath , Environmental effect ,Scientists will monitor the movements of some of the sea lions and at least five of the pelicans with satellite transmitters.The spill cleanup occurred during the nesting season for snowy plovers so special precautions were necessary while cleaning up tar balls. The birds are often found on the beaches along the coast of the Oxnard plain. Their nests are hard to see in the open sand and the birds are easily frightened away by human activity leaving the eggs to fast-moving predators such as sea gulls.
 Aftermath , Environmental effect ,"Least terns were another endangered species of bird that was a concern during the cleanup efforts.Marine researchers note that mammals and birds get the most attention but smaller creatures at the base of the ocean food chain are also harmed by the oil. Life on the sea floor and near the shore such as mussels, barnacles, and other shellfish are unable to move out of the way. When exposed to oil, these organisms suffer 90%-plus mortality and recovery of the population can take decades."
 Aftermath , Environmental effect ,"Researchers from the University of California, Santa Barbara began collecting samples within hours of the spill to monitor the impact on the marine environment. Researchers and volunteers returned to the area many times to collect additional samples. Since students and researchers had previously used this area for study purposes, baseline data was available. David Valentine, a professor in the university's Department of Earth Science said, “The discharge of heavy oil at Refugio presents a unique opportunity to discover novel metabolic, genomic and ecological feedbacks among marine microbial communities, heavy oil and ecosystem response."
 Aftermath , Environmental effect ,We have the opportunity to study ecosystem changes and microbial reactions from the very early stages through an entire year. It’s really rare for scientists to get day zero access to any sort of event like this.”
 Aftermath , Economic impact ,"Plains All American Pipeline estimated that the cleanup had cost $96 million during a joint oversight hearing of the State Assembly Natural Resources Committee and Senate Select Committee on June 26, 2015. Overall expenses related to the spill were estimated to be $257 million in an earnings report for Plains All American Pipeline issued around the same time. This included the emergency response and cleanup efforts along with the expected legal claims and potential settlements."
 Aftermath , Economic impact ,The CEO stated in the report that all but $65 million would be covered by insurance and that the figure did not include lost revenue from the pipelines that have been shut down. The Oil Pollution Act of 1990 requires whoever spills the oil to pay for the cleanup.The economic consequences for the county were more difficult to quantify. The financial impact on the county was estimated by the California Economic Forecast Director at $74 million if Line 901 remains dormant for three years because of the dependence of the region's oil and gas industry to move product through this line.
 Aftermath , Economic impact ,"Workers' income, property taxes, and federal royalties are reduced while the line is out of service. The impact on tourism was not as bad as predicted and thousands of workers involved in the cleanup appear to have benefited some hotels.In response to the spill, 138 square miles (360 km2) of fisheries were closed. The order was lifted after six weeks when the Office of Environmental Health Hazard Assessment determined that the area's seafood was safe to eat and posed “no significant health threat.” The closure impacted commercial fishermen and fishing charters."
 Aftermath , Economic impact ,Local commercial fishermen reported that it was tough to sell the fish caught outside of the closed area because of the impression that all of the region's seafood was tainted from the oil spill. There is also a long term concern that the oil may have wiped out the main food source for some sea life in the area. The predominant products from the Santa Barbara region are red sea urchin and red rock crab with an average of $11 million in sales revenue per year
 Aftermath , Recreation impacts ,"Although lightly populated, recreation brings outdoor enthusiasts to the Gaviota Coast. The spill affected visitors to both public and private facilities in the area. The state closed heavily used El Capitán State Beach for a month, which was finally reopened on June 26 for camping and day use. Refugio State Beach was more heavily damaged and did not reopen until July 17, 2015. These two popular parks quickly filled up with summer crowds when they reopened. Eric Hjelstrom, California State Parks sector superintendent said, “We were booked full the day we opened."
 Aftermath , Recreation impacts ,"Half of the people didn’t know we had been closed, which is a good testament to how clean the park was.”"
 Aftermath , Litigation ,"Almost a year after the spill, the Santa Barbara County Grand Jury handed down 46 criminal indictments against Plains. The Santa Barbara County District Attorney also announced a misdemeanor count against one of the company's employees. California state Attorney General Kamala Harris, who had also opened a criminal investigation right after spill, said this prosecution will send a message to Plains and to the oil and gas industry in California.The profound economic impacts on local fishermen, who couldn't fish during the fishery closures, led to the filing of several lawsuits."
 Aftermath , Litigation ,"These suits, along with those by homeowners who are alleging losses in property value, were consolidated into a class-action lawsuit against Plains. An additional class-action suit was filed by stockholders claiming Plains provided “false and misleading statements” regarding pipeline maintenance and monitoring.Plains All American Pipeline was ordered in March 2016 to stop misleading claimants who sought interim damages. A U.S."
 Aftermath , Litigation ,"District Court issued an order that stated that Plains was misleading ""victims towards unwittingly waiving their rights to full recovery"" through the class-action lawsuit where they could obtain further compensation.The city of Santa Barbara filed a lawsuit in May 2016 seeking $2.1 million in compensation from Plains. The media coverage of the spill had created the perception that the oil spill was in the city of Santa Barbara rather than 20 miles (32 km) away in Santa Barbara County according to the city officials."
 Aftermath , Litigation ,"This discouraged visitors during the peak tourism season, losing the city millions of dollars in tax revenue.The federal Pipeline and Hazardous Materials Safety Administration was requested to provide all records regarding the internal inspection of Line 901 conducted in 2012 and details of all other inspections since 2013 such as maintenance data, monitoring information, incident reports and repair logs."
 Aftermath , Litigation ,"The Environmental Defense Center of Santa Barbara (EDC), who had requested the release of the records along with the Santa Barbara Channelkeepers, filed a lawsuit against the agency in December 2015 since it had been over six months and they had not received any of the requested documents.After a jury found that their negligent practices contributed to the spill, Plains agreed in March 2020 to pay $60 million for penalties and damages."
 Aftermath , Litigation ,"While admitting no guilt for their role leading up to the spill, the settlement by the Plains All American Pipeline Company included a consent decree with a multitude of federal regulatory and environmental agencies which includes various conditions."
 Aftermath , Oil and gas industry ,"The estimate of $74 million financial impact over three years to the county includes approximately $37 million in lost property taxes, $32 million in lessened worker income and $5 million in reduced federal royalties. This is the result of the region's oil and gas industry being heavily dependent on Lines 901 and 903. Prior to the spill, ExxonMobil, which was the region's biggest oil operator at the time, was on pace to generate approximately $636 million in revenue in Santa Barbara County during 2015 but as of November 5, 2015 had only generated an estimated $216.6 million."
 Aftermath , Oil and gas industry ,"The seven offshore oil platforms that rely on the lines were forced to shut down when onshore storage tanks were filled. With the bankruptcy of Veneco, the state is looking at spending $58 million to begin dismantling Platform Holly. Truck transport of continuing production from the offshore platforms was not allowed by local agencies. Exceptions have been closely scrutinized by local officials such as allowing Venoco in August 2015 to transport crude oil that was already onshore by truck for a limited period."
 Aftermath , Oil and gas industry ,"The oil had been evacuated from tanks and pipelines to allow maintenance of the onshore Ellwood facility in Goleta that serves Platform Holly.On August 15, 2017, Plains submitted an application to the Energy and Minerals Division of Santa Barbara County Planning and Development for the replacement of Lines 901 and 903. The replacement pipeline would restore crude oil pipeline transportation service in Santa Barbara, San Luis Obispo and Kern Counties as the old pipelines can not be used.ExxonMobil finished the environmental impact report in 2020 of a plan to truck oil."
 Aftermath , Oil and gas industry ,"Phillips 66 Santa Barbara County refinery was the primary destination for the trucked oil but after the release of the report it was announced that it would be closing. The Planning Commission of Santa Barbara County rejected the proposal for 78 additional truck trips a day over the steep, narrow, and winding Highway 166 to the Pentland processing plant in the San Joaquin Valley. Being unable to restart production, ExxonMobil decided in 2022 to sell the poor performing business assets consisting of the three platforms, a pipeline and the Santa Ynez Unit in Las Flores Canyon."
 Aftermath , Legislation ,"Three bills were signed into law in response to the spill. Under a new law, the California Fire Marshal will be required to review the oil pipelines conditions every year while federal regulations only mandate a review every five years. Another new law provides for making oil spill response times faster and more effective. Finally, a new law will force intrastate pipelines to use the best-known technology such as automatic shut-off valves. Another bill was signed into law in 2020 by Governor Gavin Newsom that increased the state’s oil spill penalties for the first time in 30 years."
 Aftermath , Regulations ,"The Pipeline Hazardous Material Safety Administration (PHMSA) is responsible for developing and enforcing regulations for pipeline operation transportation having been created in 2004 within the United States Department of Transportation. In the months following the spill, they found that the in-line inspection tool used by Plains in Line 901 and Line 903 had miscalculated the degree of corrosion. The company also withheld in-line inspection data so “it could enhance its interpretation of the data,” according to a corrective order issued by PHMSA. In October, PHMSA proposed new rules to assist in preventing such inspection discrepancies."
 Aftermath , Regulations ,California Coastal Commission 2021 Orange County oil spill List of oil spills Broke The Santa Barbara Oil Pipeline Spill of 2015 film website Refugio Response Joint Information Center at the Wayback Machine (archived 2021-03-21)
 Aftermath , California Department of Fish and Wildlife ,Refugio Natural Resource Damage Assessment and Restoration Refugio Incident Cal Spill Watch
 Aftermath , National Oceanic and Atmospheric Administration ,"Refugio Beach Oil Spill Damage Assessment, Remediation, and Restoration Program"
 Aftermath , Pipeline and Hazardous Materials Safety Administration ,"Preliminary Factual Report, (PDF) Plains Pipeline, L.P., Failure on Line 901; February 2016 Failure Investigation Report, (PDF) Plains Pipeline, L.P., Line 901, Crude Oil Release, May 19, 2015, Santa Barbara County, California; May 2016"
 Implementation history ,,The Army Corps of Engineers administered the Act and initially focused on controlling debris that obstructed navigation.: 3
 Implementation history , Pollution control litigation in the 1960s ,"In the 1960s, due to increasing public and governmental concern about water pollution, the federal government began to use the Act to control pollution. The government pursued court cases to prosecute dischargers of industrial waste to waterways. Notable cases include United States v. Republic Steel Corp. (1960) and U.S. v. Standard Oil Co. (1966)."
 Implementation history , 1970 Discharge permit program ,"Congress had enacted the Federal Water Pollution Control Act (FWPCA) in 1948 to address water pollution problems, but this law gave the government limited enforcement authority. The Department of Interior, which administered the FWPCA (prior to 1972), developed a policy with the Department of Justice and the Army Corps of Engineers to use the Refuse Act as an enforcement tool, to complement the FWPCA. In 1970 President Richard Nixon issued an Executive Order creating a new permit program under the Refuse Act."
 Implementation history , 1970 Discharge permit program ,"The focus of the new permit program was on industrial pollution.: 3–6 The Corps of Engineers began to issue the new discharge permits, but in 1971 a legal challenge halted the program. Congress enacted major amendments to the FWPCA in 1972. (See Clean Water Act.) Included in the legislation was a new discharge permit program, called the National Pollutant Discharge Elimination System (NPDES), which replaced the Refuse Act permit program. The amendments assigned lead responsibility for implementation of NPDES to the newly formed Environmental Protection Agency (EPA). Congress did not repeal the Refuse Act."
 Implementation history , 1970 Discharge permit program ,"The law is still used by the Corps of Engineers to prevent obstructions to navigation. In some pollution enforcement cases, the federal government has used it as a supplemental authority along with the FWPCA."
 History , Early years ,"In 1922, two former Tufts University School of Engineering, roommates Laurence K. Marshall and Vannevar Bush, along with scientist Charles G. Smith, founded the American Appliance Company in Cambridge, Massachusetts. Its focus, which was originally on new refrigeration technology, soon shifted to electronics. The company's first product was a gaseous (helium) voltage-regulator tube that was based on Charles Smith's earlier astronomical research of the star Zeta Puppis."
 History , Early years ,"The electron tube was christened with the name Raytheon (a compound of Old French and Greek meaning 'light from the gods') and was used in a battery eliminator, a type of radio-receiver power supply that plugged into the power grid in place of large batteries. This made it possible to convert household alternating current to a regulated, high voltage direct current for radios and thus eliminate the need for expensive, short-lived batteries. In 1925, the company changed its name to Raytheon Manufacturing Company and began marketing its rectifier, under the Raytheon brand name, with commercial success."
 History , Early years ,"In 1928 Raytheon merged with Q.R.S. Company, an American manufacturer of electron tubes and switches, to form the successor of the same name, Raytheon Manufacturing Company. By the 1930s, it had already grown to become one of the world's largest vacuum tube manufacturing companies. In 1933 it diversified by acquiring Acme-Delta Company, a producer of transformers, power equipment, and electronic auto parts."
 History , During World War II ,"Early in World War II, physicists in the United Kingdom invented the magnetron, a specialized microwave-generating electron tube that markedly improved the capability of radar to detect enemy aircraft. American companies were then sought by the US government to perfect and mass-produce the magnetron for ground-based, airborne, and shipborne radar systems, and, with support from the Massachusetts Institute of Technology's Radiation Laboratory (recently formed to investigate microwave radar), Raytheon received a contract to build the devices."
 History , During World War II ,"Within a few months of being awarded the contract, Raytheon had already begun to mass manufacture magnetron tubes for use in radar sets and then complete radar systems. At war's end in 1945 the company was responsible for about 80 percent of all magnetrons manufactured. During the war Raytheon also pioneered the production of shipboard radar systems, particularly for submarine detection. Raytheon ranked 71st among United States corporations in the value of World War II military production contracts.Raytheon's research on the magnetron tube revealed the potential of microwaves to cook food."
 History , During World War II ,"In 1945, Raytheon's Percy Spencer invented the microwave oven by discovering that the magnetron could rapidly heat food. In 1947, the company demonstrated the Radarange microwave oven for commercial use.Raytheon was also a contractor for the mass-production of the newly invented miniature shock-resistant vacuum tubes used in proximity fuses. These tubes were difficult to manufacture and required rigorous attention to detail to avoid failure of the fuse."
 History , After World War II ,"In 1946, the company expanded its electronics capability through acquisitions that included the Submarine Signal Company (founded in 1901), a leading manufacturer of maritime safety equipment. With its broadened capabilities, Raytheon developed the first guidance system for a missile that could intercept a flying target. In 1948 Charles Francis Adams IV was appointed to be the new President of the company and served until 1960. In 1948, Raytheon began to manufacture guided missiles. In 1950, its Lark missile became the first such weapon to destroy a target aircraft in flight."
 History , After World War II ,"Raytheon then received military contracts to develop the air-to-air Sparrow and ground-to-air Hawk missiles, projects that received impetus from the Korean War. In later decades, it remained a major producer of missiles, such as the Patriot antimissile missile and the air-to-air Phoenix missile. Raytheon made a foray into computers, producing the RAYDAC computer for the U.S.Navy which became operational in 1953. ""Unfortunately, the machine was technically obsolete by the time it was operational."" Also in 1953 the company began work on a follow-on, the RAYCOM, which was never completed."
 History , After World War II ,"In 1954 it entered into a joint venture with Honeywell to form the Datamatic corporation. However it sold its interest to Honeywell a year later, before introduction of the DATAmatic 1000 system. In 1958, Raytheon acquired the marine electronics company Applied Electronics Company, which significantly increased its strength in commercial marine navigation and radio gear, as well as less-expensive Japanese suppliers of products such as marine/weather band radios and direction-finding gear. In the same year, it changed its name to Raytheon Company."
 History , After World War II ,"During the post-war years, Raytheon also made generally low- to medium-powered radio and television transmitters and related equipment for the commercial market, but the high-powered market was solidly in the hands of larger, better-financed competitors such as Continental Electronics, General Electric and Radio Corporation of America. In the 1950s, Raytheon began manufacturing transistors, including the CK722, priced and marketed to hobbyists. In 1961, the British electronics company A.C. Cossor merged with Raytheon, following its sale by Philips. The new Company's name was Raytheon Cossor. The Cossor side of the organisation is still current in the Raytheon group as of 2010."
 History , After World War II ,"In 1965, it acquired Amana Refrigeration, Inc., a manufacturer of refrigerators and air conditioners. Using the Amana brand name and its distribution channels, Raytheon began selling the first countertop household microwave oven in 1967 and became a dominant manufacturer in the microwave oven business. In 1966, the company entered the educational publishing business with the acquisition of D.C. Heath and Company, marketing an influential physics textbook developed by the Physical Science Study Committee. Raytheon also manufactured the Apollo Guidance Computer, which was introduced that year and flew aboard all NASA Project Apollo missions."
 History , After World War II ,"In the late 1970s, Raytheon acquired McGraw-Edison's appliances division notable for the Speed Queen line of washers and dryers."
 History , 1980s ,"In 1980, Raytheon acquired Beech Aircraft Corporation, a leading manufacturer of general aviation aircraft founded in 1932 by Walter H. Beech. In 1993 the company expanded its aircraft activities by adding the Hawker line of business jets by acquiring Corporate Jets Inc., the business jet product line of British Aerospace (now BAE Systems). These two entities were merged in 1994 to become the Raytheon Aircraft Company. In the first quarter of 2007 Raytheon sold its aircraft operations, which subsequently operated as Hawker Beechcraft, and since 2014 have been units of Textron Aviation."
 History , 1980s ,"The product line of Raytheon's aircraft subsidiary included business jets such as the Hawker 800XP and Hawker 4000, the Beechjet 400A, and the Premier I; the popular King Air series of twin turboprops; and piston-engine aircraft such as the Bonanza. Its special-mission aircraft included the single-turboprop T-6A Texan II, which the United States Air Force and United States Navy had chosen as their primary training aircraft."
 History , 1990s ,"In 1991, during the Persian Gulf War, Raytheon's Patriot missile received great international exposure, resulting in a substantial increase in sales for the company outside the United States. In an effort to establish leadership in the defense electronics business, Raytheon purchased in quick succession Dallas-based E-Systems (1995); Chrysler Corporation's defense electronics and aircraft-modification businesses, which had previously acquired companies such as Electrospace systems (1996) (portions of these businesses were later sold to L-3 Communications), and the defense unit of Texas Instruments, Defense Systems & Electronics Group (1997)."
 History , 1990s ,"Also in 1997, Raytheon acquired the aerospace and defense business of Hughes Aircraft Company from Hughes Electronics Corporation, a subsidiary of General Motors, which included a number of product lines previously purchased by Hughes Electronics, including the former General Dynamics missile business (Pomona facility), the defense portion of Delco Electronics (Delco Systems Operations), and Magnavox Electronic Systems.Raytheon also divested itself of several nondefense businesses in the 1990s, including Amana Refrigeration, Raytheon Commercial Laundry (purchased by Bain Capital's Alliance Laundry Systems), and Seismograph Service Ltd (sold to Schlumberger-Geco-Prakla)."
 History , 1990s ,"On October 12, 1999, Raytheon exited the personal rapid transit (PRT) business as it terminated its PRT 2000 system due to the high cost of development and the lack of interest."
 History , 2000s ,"In November 2007, Raytheon purchased Sarcos for an undisclosed sum, seeking to expand into robotics research and production.In September 2009, Raytheon entered into an agreement to acquire BBN Technologies. The acquisition was completed on October 29, 2009."
 History , 2010s ,"In December 2010, Applied Signal Technology agreed to be acquired by Raytheon for $490 million.In October 2014, Raytheon beat rivals Lockheed Martin and Northrop Grumman for a contract to build 3DELRR, a next-generation long-range radar system, for the USAF worth an estimated $1 billion.The contract award was immediately protested by Raytheon's competitors, Lockheed Martin and Northrop Grumman. After re-evaluating the bids following the protests, the USAF decided to delay awarding the 3DELRR EMD contract until 2017 and was to issue an amended solicitation at the end of July 2016."
 History , 2010s ,"In 2017 the USAF again awarded the contract to Raytheon.In May 2015, Raytheon acquired cybersecurity firm Websense, Inc. from Vista Equity Partners for $1.9 billion and combined it with RCP, formerly part of its IIS segment to form Raytheon|Websense. In October 2015, Raytheon|Websense acquired Foreground Security, a provider of security operations centers, managed security service solutions and cybersecurity professional services, for $62 million."
 History , 2010s ,"In January 2016, Raytheon|Websense acquired the firewall provider Stonesoft from Intel Security for an undisclosed amount and renamed itself to Forcepoint.In July 2016, Poland's Defence Minister Antoni Macierewicz planned to sign a letter of intent with Raytheon for a $5.6 billion deal to upgrade its Patriot missile-defence shield.In 2017, Saudi Arabia signed business deals worth billions of dollars with multiple American companies, including Raytheon.In July 2019, Qatar's Ministry of Defense committed to acquire Raytheon's NASAM and Patriot missile defense systems."
 History , 2020s ,"In February 2020, Raytheon completed the first radar antenna array for the US Army's new missile defense radar, known as the Lower Tier Air and Missile Defense Sensor (LTAMDS), to replace the service's Patriot air and missile defense system sensor.In April 2020, the company merged with United Technologies Corporation to form Raytheon Technologies. The merged company is headquartered in Arlington, Virginia rather than UTC's base in Farmington, Connecticut. For the fiscal year 2017, Raytheon reported earnings of US$2.024 billion, with an annual revenue of US$25.348 billion, an increase of 5.1% over the previous fiscal cycle."
 History , 2020s ,"Raytheon's shares traded at over $164 per share, and its market capitalization was valued at over US$51.7 billion in November 2018."
 Company structure , Businesses ,"Raytheon is composed of five major business divisions: Integrated Defense Systems—based in Tewksbury, Massachusetts; Ralph Acaba, President Intelligence, Information and Services—based in Dulles, Virginia; Dave Wajsgras, President Missile Systems—based in Tucson, Arizona; Wesley Kremer, President Space and Airborne Systems—based in McKinney, Texas; Roy Azevedo, President Forcepoint—based Austin, Texas; CEO, Matt MoynahanRaytheon's businesses are supported by several dedicated international operations including: Raytheon Australia; Raytheon Canada Limited; operations in Japan; Raytheon Microelectronics in Spain; Raytheon UK (formerly Raytheon Systems Limited); and ThalesRaytheonSystems, France."
 Company structure , Strategic Business Areas ,"In recent years, Raytheon has expanded into other fields while redefining some of its core business activities. Raytheon has identified five key 'Strategic Business Areas' where it is focusing its expertise and resources: Homeland Security Missile Defense Precision Engagement Intelligence, Surveillance, Reconnaissance (ISR) Process Improvement (Raytheon Lean6)"
 Company structure , Leadership ,"In March 2014, Thomas Kennedy was named CEO of Raytheon Company. Kennedy succeeded William H. Swanson, who was CEO since 2003. Swanson remained as Chairman through September 2014 when Kennedy became chairman as well as CEO. Other current and former members of the board of directors of Raytheon were: Vernon Clark, James E. Cartwright, John Deutch, Stephen J. Hadley, George R. Oliver, Frederic Poses, Michael Ruettgers, Ronald Skates, William Spivey, and Linda Stuntz."
 Company structure , Ownership ,"As of December 2014, according to filed reports, the top ten institutional shareholders of Raytheon are Wellington Management Company, Vanguard Group, State Street Corporation, Barrow, Hanley, Mewhinney & Strauss, BlackRock Institutional Trust Company, BlackRock Advisors, Bank of America, Bank of New York Mellon, Deutsche Bank and Macquarie Group."
 Products and services , Overview ,"Raytheon provides electronics, mission systems integration and other capabilities in the areas of sensing; effects; and command, control, communications and intelligence systems; as well as a broad range of mission support services. Raytheon's electronics and defense-systems units produce air-, sea-, and land-launched missiles, aircraft radar systems, weapons sights and targeting systems, communication and battle-management systems, and satellite components."
 Products and services , Air traffic control systems ,FIRSTplus Air Traffic Control Simulator AutoTrac III ATM System STARS
 Products and services , Radars and sensors ,"Raytheon is a developer and manufacturer of radars (including AESAs), electro-optical sensors, and other advanced electronics systems for airborne, naval and ground based military applications."
 Products and services , Radars and sensors ,Examples
 Products and services , Radars and sensors ,include:
 Products and services , Radars and sensors ,"APG-63/APG-70 radars for the F-15 Eagle APG-65/APG-73/APG-79 radars for the F/A-18 Hornet APG-77 radar for the F-22 Raptor (joint development with Northrop Grumman) APG-84 RACR radar ALE-50 towed decoy ALR-67(V)3 and ALR-69A radar warning receivers AN/APQ-181 (AESA upgrade currently in development), for the B-2 Spirit bomber Integrated Sensor Suite (ISS) for the RQ-4 Global Hawk UAV ASQ-228 ATFLIR (Advanced Targeting Forward-Looking Infrared) pod TPQ-36/TPQ-37 Firefinder and MPQ-64 Sentinel mobile battlefield radars F-16 RACR, designed for the F-16 using AESA technology SLQ-32 shipboard EW system Large fixed-site radars such as PAVE PAWS, BMEWS, and the Missile Defense Agency X-band Radar (XBR)"
 Products and services , Satellite sensors ,"Raytheon, often in conjunction with Boeing, Lockheed Martin or Northrop Grumman, is also heavily involved in the satellite sensor business. Much of its Space and Airborne Systems division in El Segundo, CA is devoted to this, a business it inherited from Hughes. Examples of programs include: Space Tracking and Surveillance System (STSS), being developed for the Ballistic Missile Defense. Raytheon is building the sensor payload. Additionally, the El Segundo site is the company center of excellence for the development and production of laser products."
 Products and services , Satellite sensors ,"Raytheon company's Navy Multiband Terminal (NMT) is the first advanced, next-generation satellite communications (SATCOM) system to successfully log on to and communicate with the U.S. government's Milstar SATCOM system using low and medium data rate waveforms. The system provides naval commanders and sailors with greater data capacity, as well as improved protection against enemy intercept and jamming. Visible Infrared Imaging Radiometer Suite (VIIRS), was developed by Raytheon Space and Airborne Sensors and is currently in operation on the Suomi NPP satellite."
 Products and services , Satellite sensors ,Future deliveries of VIIRS will fly onboard JPSS to continue the operational space based climate and weather sensing legacy of the MODIS sensors.
 Products and services , Communications ,"Raytheon's Universal Control System (UCS) is an unmanned aerial system (UAS) ""cockpit"" that improves operator awareness and efficiency, while providing the ability to control multiple unmanned aircraft, and reduce potential accidents. The company also makes several software radio and digital communication systems for military applications such as Cooperative Engagement Capability (CEC), is participating in Navy-Marine Corps Intranet (NMCI), ECHELON and the Joint Tactical Terminal (JTT) programs. Digital Multimedia Watchdog, a tool used by the FBI to record phone calls and Internet communications."
 Products and services , Radioactive materials detection system ,"As part of the company's growing homeland security business and strategic focus, Raytheon has teamed with other contractors to develop an Advance Spectroscopic Portal (ASP) to allow border officials to view and identify radioactive materials in vehicles and shipping containers more effectively."
 Products and services , Semiconductors ,"Raytheon also manufactures semiconductors for the electronics industry in sites in the US and UK. In the late 20th century it produced a wide range of integrated circuits and other components, but as of 2003 its US semiconductor business specializes in gallium arsenide (GaAs) components for radio communications as well as infrared detectors. It is also making efforts to develop gallium nitride (GaN) components for next-generation radars and radios. The UK arm specialized in CMOS on silicon carbide (SiC) development and foundry work but is no longer taking on new orders, having been on the premises for 57 years."
 Products and services , Missile defense systems ,"In the framework of Ground-Based Midcourse Defense, Raytheon is developing a Ground Based Interceptor (GBI) that includes a booster missile and a kinetic Exoatmospheric Kill Vehicle (EKV), along with several key radar components, such as the Sea-Based X-Band Radar (SBX) and the Upgraded Early Warning Radar (UEWR)."
 Products and services , Missiles ,Raytheon is a developer of missiles and related missile defense systems. These include: AGM-65 Maverick AGM-88 HARM AGM-129 Advanced Cruise Missile AGM-154 Joint Standoff Weapon AIM-7 Sparrow AIM-9 Sidewinder AIM-120 AMRAAM BGM-71 TOW BGM-109 Tomahawk FGM-148 Javelin FIM-92 Stinger GBU-28 Paveway III Peregrine air-to-air missile MIM-23 Hawk MIM-104 Patriot RIM-7 Sea Sparrow RIM-161 Standard Missile 3 RIM-162 ESSM Pyros
 Products and services , Hi-tech simulators ,"In a jointly managed project with Hughes Aircraft Co., Raytheon developed the Air Warfare Simulation (AWSIM2), currently used by the USAF for battle staff training at simulation centers worldwide. Raytheon also produces and runs the ABACUS (Advanced BAttlespace CompUter Simulation) or Higher Formation Trainer (HFT) for training HQs from small specialist units up to corps level."
 Products and services , Training Services and Learning Outsourcing ,Raytheon Professional Services (RPS) is a global leader in training services and learning outsourcing for over 75 years. Clients are offered training tailored to their needs. The scope of each contract can vary from short-term training initiatives and projects to multi-year outsourcing engagements for some or all of a client's training function.
